307.69,-0.0010274,-0.00047302
308.26,0.00027210,0.00043935
308.83,0.00026011,0.00030599
309.40,-0.00033134,-0.00013784
309.97,-0.00057060,-0.00061991
310.54,-0.00041044,0.00044281
311.11,0.00015002,0.00012777
311.68,0.00071037,0.00059875
312.25,-0.0010996,0.00089610
312.82,0.00029773,0.00073730
313.40,0.0016375,-0.00028910
313.97,0.0018107,-0.000016378
314.54,-0.00019634,0.00013662
315.11,0.0017965,-0.00047384
315.68,0.00069153,-0.000012919
316.25,-0.0016936,-0.0000067139
316.82,0.0016035,-0.00062744
317.39,0.00045574,-0.00017466
317.96,-0.0011785,-0.00047709
318.54,-0.0021021,-0.0012428
319.11,0.00074410,-0.000039266
319.68,0.00041908,-0.00015066
320.25,0.00026721,-0.00032084
320.82,0.00035483,-0.00078562
321.39,0.0021440,-0.0013844
321.97,0.00028521,-0.00017690
322.54,-0.0013328,-0.00061930
323.11,-0.00013304,-0.00045237
323.68,-0.0015957,-0.00017080
324.25,0.00053924,-0.0012205
324.82,-0.0011336,-0.00061473
325.40,0.0017667,-0.00046082
325.97,-0.00028145,0.00030202
326.54,-0.00019968,-0.00059652
327.11,-0.00030732,-0.00014587
327.68,0.0022361,-0.0000021362
328.26,-0.00086182,-0.00016449
328.83,0.00066274,-0.00044810
329.40,-0.0024014,0.00075470
329.97,-0.00027692,0.000011597
330.54,0.00046438,0.00047628
331.12,-0.00074291,0.00046021
331.69,0.0012845,0.00014628
332.26,0.00016582,0.00031158
332.83,-0.00093442,0.00028870
333.41,0.0011278,-0.00017426
333.98,-0.00032258,0.00015106
334.55,0.0014142,0.00013855
335.12,0.0014277,0.00044952
335.70,-0.0021561,-0.0000045776
336.27,0.00049418,-0.00030843
336.84,-0.00059521,-0.00044413
337.41,0.00074506,-0.00014954
337.99,0.0029271,-0.00030487
338.56,0.00063169,-0.00043742
339.13,0.0011618,-0.00076416
339.70,0.00033581,0.00031576
340.28,0.0017456,0.0000015259
340.85,0.00077057,-0.0010599
341.42,-0.00079733,0.00016113
342.00,-0.000023186,-0.00016256
342.57,0.00037080,-0.00093445
343.14,-0.0015644,-0.00047709
343.71,-0.00040466,-0.00044983
344.29,0.00040549,-0.00000091553
344.86,0.000074685,-0.00030477
345.43,0.00014263,0.00014048
346.01,-0.00014436,0.00031657
346.58,-0.00036144,0.00075399
347.15,-0.00048697,0.00029734
347.73,0.00010794,-0.000012716
348.30,-0.00036216,-0.0000083415
348.87,-0.00019228,0.00030375
349.45,0.0014175,0.00061483
350.02,-0.0025445,-0.00015442
350.59,-0.0013329,-0.00046132
351.17,0.00074667,0.00030487
351.74,0.00061309,-0.00060883
352.32,0.0018762,-0.00046346
352.89,0.0016288,-0.00046702
353.46,0.00046611,-0.00047496
354.04,-0.0013033,-0.00044830
354.61,-0.00066030,0.000011698
355.18,-0.00053221,-0.00016622
355.76,0.00023836,-0.00030436
356.33,0.000022769,-0.00059041
356.91,-0.00067860,-0.00091624
357.48,0.0015711,-0.00047434
358.05,-0.0012155,0.00030039
358.63,0.00078696,0.00058777
359.20,0.0019403,-0.000024312
359.78,0.0016799,-0.000019633
360.35,-0.00046176,-0.0010804
360.93,-0.00073153,-0.000011088
361.50,-0.0014219,-0.00015635
362.07,0.00011730,-0.00014414
362.65,-0.00090027,-0.00015137
363.22,0.00097829,-0.000013428
363.80,-0.0000095367,-0.0000024414
364.37,-0.0024250,0.00045420
364.95,0.00064677,0.00045135
365.52,0.00014263,0.00029734
366.10,-0.00068736,-0.00047302
366.67,0.00088727,0.00059489
367.24,0.00046843,0.00030833
367.82,0.00055885,0.00029460
368.39,-0.0018329,0.00015889
368.97,0.0015951,0.00013245
369.54,-0.0014959,-0.000011800
370.12,-0.00020689,0.00015391
370.69,-0.0013102,-0.00017751
371.27,0.00074637,-0.00028544
371.84,0.00056517,0.00030640
372.42,-0.00088173,0.00016978
372.99,0.00069529,0.00060984
373.57,0.00012785,-0.00047709
374.14,0.0014337,0.00044556
374.72,-0.00023705,0.00075633
375.29,-0.00096953,-0.00063293
375.87,0.00094706,0.0012177
376.44,0.000066757,0.00029419
377.02,0.00066608,-0.00045502
377.60,-0.00018352,-0.00077627
378.17,0.0019001,0.00014364
378.75,0.00047159,0.0000080363
379.32,-0.0017565,0.00044454
379.90,0.000086963,-0.0000088501
380.47,0.00083464,-0.00047943
381.05,0.0013171,0.00013285
381.62,0.00028342,0.00043162
382.20,0.00039172,0.00060120
382.78,0.00053519,-0.00077179
383.35,0.00020915,0.0000075277
383.93,0.00063658,-0.00000040690
384.50,-0.0013802,0.00015961
385.08,-0.00093985,-0.000010783
385.65,-0.0017484,-0.00015320
386.23,0.00075704,0.00060140
386.81,-0.0019245,0.00046010
387.38,0.0012871,0.0012107
387.96,0.0012003,-0.00015849
388.53,-0.00061870,0.00091848
389.11,0.00066948,-0.00045278
389.69,0.00092214,0.00043386
390.26,0.00051159,0.00059825
390.84,-0.0012830,0.00061167
391.42,0.0012674,0.00017253
391.99,0.0016981,0.00061249
392.57,-0.0010062,0.00076223
393.14,0.00050342,0.00029948
393.72,0.0010937,0.0000014242
394.30,0.00043368,-0.000030009
394.87,-0.0013163,0.00075358
395.45,-0.00036365,0.00046234
396.03,0.00086284,-0.00018921
396.60,-0.00072986,0.00044820
397.18,0.00098521,0.00044617
397.76,0.0015953,-0.00031128
398.33,0.0010986,0.00015259
398.91,0.00085562,-0.00017944
399.49,-0.00078839,-0.00031769
400.06,0.0015960,-0.00060699
400.64,-0.0018116,-0.0000092570
401.22,-0.00040489,-0.00092224
401.80,-0.00010049,-0.00031321
402.37,0.000097156,-0.00047496
402.95,-0.00068647,-0.00047150
403.53,-0.00048012,0.00016418
404.10,0.0022633,0.00060801
404.68,0.0016416,0.00015625
405.26,-0.0011227,-0.0000060018
405.84,-0.00069511,0.00062246
406.41,0.0016527,0.000014445
406.99,0.0018108,-0.00046743
407.57,0.00050515,-0.0000019328
408.15,0.00061643,-0.0010807
408.72,0.00066823,-0.0000015259
409.30,0.00018638,0.00029816
409.88,0.00062853,-0.00091797
410.46,0.00048959,0.00030090
411.03,-0.00064909,-0.0000016276
411.61,0.00085580,0.00074788
412.19,-0.00015044,-0.00015910
412.77,0.00033623,0.00076090
413.34,-0.0012102,0.00075277
413.92,0.0015810,0.00014577
414.50,-0.0015299,-0.000028687
415.08,-0.0010195,0.00042887
415.66,0.0024878,-0.00033162
416.23,-0.0011697,-0.00031077
416.81,0.00071484,0.00013743
417.39,-0.00081676,-0.00015320
417.97,-0.00051147,-0.0000040690
418.55,-0.0011055,-0.00047404
419.12,-0.0018829,0.00014496
419.70,-0.0011476,0.00014353
420.28,0.00080961,0.00013957
420.86,0.00022817,0.00044790
421.44,-0.00083089,0.00029816
422.01,0.00061440,-0.00015961
422.59,-0.0013291,-0.00046865
423.17,0.00075847,0.00015391
423.75,-0.00030845,0.00044708
424.33,-0.000051081,-0.00017395
424.91,0.0014156,-0.00030294
425.49,0.00013059,0.00044149
426.06,-0.00075144,0.00029307
426.64,0.0000045896,0.00029500
427.22,0.00013286,0.00015767
427.80,0.00094515,-0.0000049845
428.38,0.0013058,-0.00014242
428.96,0.00022185,0.0000024414
429.54,-0.0016585,-0.00015116
430.12,0.0037819,0.0000088501
