307.69,-0.0010274,-0.00032043
308.26,-0.00049084,-0.00032359
308.83,-0.00035024,0.00000081380
309.40,0.00073677,0.00016734
309.97,-0.00072318,-0.0000095622
310.54,0.00081027,0.00059540
311.11,-0.00030774,-0.00094035
311.68,-0.00020516,0.00014099
312.25,0.00057882,-0.00017202
312.82,-0.00061780,-0.00033081
313.40,-0.00034618,0.00032125
313.97,-0.00017291,0.00013621
314.54,-0.0015696,-0.00032115
315.11,-0.000034511,0.00013652
315.68,-0.000071406,0.00029226
316.25,0.00013745,0.00014587
316.82,-0.00038016,0.00013550
317.39,0.00091350,0.00028310
317.96,0.00080514,-0.000019328
318.54,-0.00057626,-0.00032725
319.11,0.0022700,0.00026591
319.68,0.0020975,-0.00015066
320.25,0.0025560,0.00013692
320.82,0.00035483,0.00012990
321.39,0.0010759,-0.00031626
321.97,0.00028521,-0.00017690
322.54,0.0015664,0.00029622
323.11,0.00032473,0.00015798
323.68,-0.0012905,0.00013438
324.25,0.00038666,0.00015279
324.82,0.00039226,-0.0000043742
325.40,-0.0015902,0.00045471
325.97,0.00093925,-0.0000031535
326.54,0.00010550,0.00077677
327.11,-0.0000021458,0.00061707
327.68,-0.0011208,0.00015045
328.26,-0.00070924,-0.00077484
328.83,0.000052392,0.00031484
329.40,-0.0010281,-0.00031342
329.97,0.000028253,0.00016418
330.54,-0.0015193,-0.00043925
331.12,-0.00028515,0.0000024414
331.69,0.0034207,-0.0000063070
332.26,0.0024546,0.00015900
332.83,0.00028628,0.00013611
333.41,-0.0014662,0.00013092
333.98,0.00028777,-0.0000015259
334.55,0.0018719,-0.00031921
335.12,0.00096995,-0.00016083
335.70,0.0010483,-0.0000045776
336.27,-0.00072652,-0.00030843
336.84,-0.00074780,0.00031881
337.41,0.00059247,-0.00075989
337.99,-0.00042981,-0.00076263
338.56,0.00047910,-0.00028483
339.13,-0.00036407,-0.00045898
339.70,0.0012513,-0.00029460
340.28,-0.00054324,0.0000015259
340.85,0.00031281,-0.00029694
341.42,0.00057596,-0.00044922
342.00,0.0022656,-0.00046773
342.57,-0.00023955,-0.000018921
343.14,-0.0024800,0.00013326
343.71,0.000053108,-0.00014465
344.29,-0.0012730,-0.00030609
344.86,0.00053245,-0.00015218
345.43,-0.00046772,-0.000012105
346.01,-0.00044954,-0.00014119
346.58,0.000096321,-0.00016154
347.15,0.0011915,-0.00016042
347.73,0.0010235,0.00029246
348.30,0.0011637,-0.00031352
348.87,-0.00034487,-0.0000014242
349.45,-0.0010239,-0.00045329
350.02,0.00035471,0.00060852
350.59,-0.0013329,-0.00061391
351.17,-0.00093180,-0.00076324
351.74,0.00046051,-0.00060883
352.32,0.0015711,-0.0000056966
352.89,-0.0012704,-0.00046702
353.46,-0.00044942,-0.00062754
354.04,0.00083292,-0.00060089
354.61,0.00086558,-0.00075124
355.18,-0.00022703,-0.0010817
355.76,-0.00098234,-0.00015177
356.33,-0.00074017,-0.0010482
356.91,-0.0015941,-0.00015330
357.48,0.00065553,-0.00047434
358.05,-0.00029999,-0.00046254
358.63,0.00017661,-0.00093811
359.20,-0.0018744,-0.00063466
