0.00000E+0,-1.50000E+0,-1.40000E+0,-1.30000E+0,-1.20000E+0,-1.10000E+0,-1.00000E+0,-9.00000E-1,-8.00000E-1,-7.00000E-1,-6.00000E-1,-5.00000E-1,-4.53333E-1,-4.00000E-1,-3.53333E-1,-3.00000E-1,-2.53333E-1,-2.00000E-1,-1.53333E-1,-1.00000E-1,-5.33333E-2,0.00000E+0,4.66667E-2,1.00000E-1,1.46667E-1,2.00000E-1,2.46667E-1,3.00000E-1,3.46667E-1,4.00000E-1,4.46667E-1,5.00000E-1,5.46667E-1,6.00000E-1,6.46667E-1,7.00000E-1,7.46667E-1,8.00000E-1,8.46667E-1,9.00000E-1,9.46667E-1,1.00000E+0,1.04667E+0,1.10000E+0,1.14667E+0,1.20000E+0,1.24667E+0,1.30000E+0,1.34667E+0,1.40000E+0,1.44667E+0,1.50000E+0,1.54667E+0,1.60000E+0,1.64667E+0,1.70000E+0,1.74667E+0,1.80000E+0,1.84667E+0,1.90000E+0,1.94667E+0,2.00000E+0,2.04667E+0,2.10000E+0,2.14667E+0,2.20000E+0,2.24667E+0,2.30000E+0,2.34667E+0,2.40000E+0,2.44667E+0,2.50000E+0,2.54667E+0,2.60000E+0,2.64667E+0,2.70000E+0,2.74667E+0,2.80000E+0,2.84667E+0,2.90000E+0,2.94667E+0,3.00000E+0,3.04667E+0,3.10000E+0,3.14667E+0,3.20000E+0,3.24667E+0,3.30000E+0
3.07940E+2,1.78631E-3,-3.76957E-3,-8.48514E-4,3.64890E-3,-5.32317E-4,-1.13479E-3,1.21535E-4,-3.05917E-3,-7.08615E-4,-6.98867E-4,-2.13079E-3,NaN,-2.15436E-3,2.13499E-3,1.35551E-3,-5.64031E-4,1.62218E-3,-6.07869E-3,7.55051E-4,1.96067E-3,-1.17088E-3,-5.36865E-3,1.78412E-3,2.31168E-3,1.10421E-3,-5.81401E-4,-1.76552E-3,-5.84026E-5,-1.79736E-3,-1.24238E-3,-1.05449E-3,-3.99268E-4,-6.85761E-4,-1.47586E-3,-4.24751E-3,9.41324E-5,1.31644E-3,5.01335E-4,-5.98112E-4,-1.52569E-3,1.21629E-3,-2.13309E-3,7.23629E-4,-1.80548E-3,-2.13085E-3,1.23790E-3,-1.96648E-3,1.75063E-3,NaN,-4.00421E-3,7.52426E-4,5.08239E-3,-1.27040E-3,-3.38080E-4,2.90631E-3,-4.26994E-5,1.32517E-3,3.81839E-3,NaN,1.63448E-3,1.90817E-3,1.05622E-3,-5.59253E-5,1.90371E-3,1.54177E-3,2.41489E-4,-2.27827E-3,3.02930E-3,-2.37044E-3,-4.61231E-3,4.64957E-4,3.86382E-3,-2.06102E-3,-1.64308E-3,-1.06903E-4,7.31144E-4,1.47737E-3,-4.33906E-3,2.56714E-3,2.51937E-3,-2.45954E-3,-3.19937E-3,-1.99411E-3,2.07009E-4,3.05799E-3,-7.92884E-4,4.36367E-4
3.08512E+2,1.33068E-3,-2.30967E-3,7.50852E-4,1.20199E-3,-4.69252E-4,1.13009E-3,-3.90607E-3,-4.91379E-4,1.68864E-3,-3.96593E-4,-2.16095E-3,NaN,-3.68473E-4,7.30108E-4,4.10649E-5,-1.39836E-3,2.86324E-3,-1.13127E-3,-1.91031E-3,6.14042E-4,2.39312E-3,2.21323E-3,6.75581E-4,-4.29350E-4,-2.48310E-3,-2.40309E-3,-2.35826E-3,-2.65274E-3,-6.13253E-4,-9.97802E-4,6.50923E-5,-2.15846E-3,2.61808E-4,4.56521E-3,-2.63983E-3,-2.16163E-3,-1.02863E-3,5.43690E-4,1.68945E-3,1.42211E-3,8.71717E-4,-8.87148E-5,-1.43605E-3,-1.35468E-3,7.95283E-4,-6.84222E-4,-2.14247E-3,-1.99331E-3,NaN,-4.29942E-4,-3.77993E-3,2.75359E-4,8.94227E-5,-1.09375E-4,-5.32331E-4,2.93781E-3,1.19072E-3,-2.62887E-3,NaN,-7.56832E-5,1.61887E-3,-2.13555E-3,-7.47237E-4,-1.35664E-3,3.37201E-4,-6.50517E-4,4.02768E-3,-1.73167E-3,-3.63216E-3,1.47465E-3,-6.89108E-4,1.48316E-3,3.37898E-3,1.82715E-3,1.86647E-3,-3.74029E-3,4.66389E-4,-1.08379E-3,-7.45866E-5,-2.08986E-3,-7.24556E-4,-4.03112E-3,1.27682E-3,-7.95355E-4,-3.31309E-3,2.20934E-3,1.09088E-3
3.09084E+2,3.97793E-3,-2.40346E-3,-2.72930E-4,-1.02168E-3,-6.27702E-4,-1.04901E-3,1.29150E-3,-4.45935E-3,2.20901E-3,9.22401E-4,-8.90928E-5,NaN,-3.10640E-4,1.53107E-3,-2.79697E-3,-1.64329E-3,3.24037E-3,-1.51441E-3,-1.94453E-3,4.56629E-4,2.31468E-3,1.06726E-4,2.14286E-3,-2.05134E-3,-2.73159E-4,-9.68261E-4,-2.07779E-4,1.58305E-3,1.17606E-5,2.12064E-3,-7.89866E-4,2.87872E-3,8.53192E-4,9.11288E-4,4.16458E-4,1.86317E-3,1.28260E-4,-1.17932E-3,-6.50228E-4,2.14342E-3,1.25148E-3,-1.51245E-3,-9.67809E-4,-1.84573E-3,-1.96494E-3,-1.59558E-3,1.13824E-3,1.56828E-3,NaN,1.62050E-3,-8.33207E-4,-2.34687E-3,-3.10950E-3,-2.71716E-3,-8.03425E-5,-1.66462E-3,8.65684E-4,-2.15420E-3,NaN,-6.04810E-4,-1.52100E-3,-2.27140E-3,2.44393E-5,5.25066E-4,1.69574E-3,2.38011E-3,1.23648E-3,-1.94132E-3,-3.02754E-3,-3.00763E-4,6.88339E-4,2.75258E-4,1.70737E-3,1.51598E-3,4.87396E-5,-9.19938E-4,-8.12033E-4,-1.53484E-3,-1.14965E-3,5.69025E-4,3.70642E-4,-1.77279E-3,4.36001E-4,-4.68875E-3,-2.69445E-3,1.79053E-4,-5.61443E-4
3.09655E+2,2.05848E-3,-5.83976E-4,-3.31958E-3,-1.12737E-3,-1.09333E-3,-8.98269E-4,-3.55392E-3,-2.66729E-3,1.65880E-3,-2.18117E-3,2.05818E-3,NaN,2.48757E-3,-4.83687E-4,-6.13560E-4,8.42061E-4,-3.68435E-3,-2.06255E-3,-1.95903E-3,1.03134E-3,-2.46688E-4,-1.16213E-4,8.19391E-4,3.51618E-3,2.81756E-3,2.52785E-4,-5.65925E-4,2.28817E-3,-1.43380E-3,9.32156E-4,-1.80387E-3,-1.27005E-3,-2.38196E-4,2.25526E-3,-1.26417E-3,2.72617E-3,1.12846E-3,2.90564E-5,-1.93296E-4,-1.93089E-3,3.07323E-3,-2.87037E-3,-5.88449E-4,1.68597E-3,7.15911E-4,2.57565E-3,1.28498E-3,-6.87858E-4,NaN,-4.04047E-3,2.26606E-3,3.01022E-4,8.61270E-4,-7.88586E-4,1.18233E-3,-1.09856E-3,-2.32153E-3,9.30839E-4,NaN,3.11298E-4,3.70156E-3,3.55108E-3,-1.45621E-5,-1.67699E-3,2.07151E-3,-1.21562E-4,2.57046E-3,8.11243E-4,-3.54478E-3,1.53360E-4,-3.34872E-5,2.62730E-3,1.13979E-3,1.68453E-3,3.43959E-4,1.79452E-3,-2.92046E-3,-1.55455E-3,6.14248E-4,-1.53971E-3,-3.23119E-3,-2.43535E-3,1.10493E-3,-2.35863E-3,2.19731E-3,6.45004E-4,-3.69606E-4
3.10227E+2,-1.51810E-4,2.03721E-3,2.13995E-3,-1.51208E-3,-1.32934E-3,-9.20040E-4,3.75609E-3,-2.48131E-3,5.07972E-4,-2.99288E-3,1.96224E-3,NaN,-1.71630E-3,2.30582E-3,-2.26021E-3,-3.19233E-3,-2.95658E-4,-2.35215E-4,-1.90738E-3,8.31169E-4,4.64093E-3,-5.54421E-5,4.84522E-3,-1.76971E-3,2.60856E-3,-2.27461E-3,-2.99967E-3,-2.59848E-4,2.80313E-4,1.42740E-3,-1.68749E-3,-1.92920E-3,2.75832E-4,5.73520E-4,-9.33223E-4,-7.21539E-4,-1.80834E-3,-3.36192E-3,-1.60724E-4,-3.50079E-3,1.18695E-3,-5.25191E-4,1.84256E-4,2.19263E-4,-1.96130E-3,-1.11983E-3,-2.42476E-3,-2.88728E-3,NaN,-3.12390E-3,9.11258E-4,9.58791E-4,-3.30642E-4,-4.15293E-4,2.13163E-3,-1.26791E-3,-7.48476E-4,-6.54466E-4,NaN,2.10008E-3,1.10593E-3,-2.01071E-3,-6.30129E-4,-2.17112E-3,-2.96819E-3,-2.87941E-3,-1.02187E-3,-1.32459E-3,-5.22448E-4,-3.79894E-4,-2.87166E-3,-3.72688E-4,-4.77149E-4,8.95354E-4,1.41551E-4,2.27375E-3,1.55547E-3,-2.09793E-3,1.08891E-3,4.99615E-4,-4.43900E-3,2.57676E-3,-1.98234E-4,7.64299E-4,7.87028E-4,-1.00147E-3,7.23136E-5
3.10799E+2,8.35147E-4,-8.67468E-4,-3.32897E-3,1.89319E-4,-3.81236E-3,1.61239E-3,-7.47574E-4,8.10313E-4,-1.14612E-3,-5.35221E-3,-3.92664E-4,NaN,-9.48775E-4,4.26033E-4,-3.13841E-4,-1.75574E-3,2.69597E-4,-1.15666E-3,7.14214E-4,-7.93764E-4,3.64148E-3,-9.86903E-4,-7.32265E-4,2.62254E-3,7.35310E-4,-1.47323E-3,-1.07135E-3,2.43618E-4,-6.72533E-4,4.80711E-4,-2.05822E-3,-9.82017E-4,1.02888E-3,-2.02048E-4,2.86682E-3,-1.45019E-4,-8.82680E-4,-3.14141E-3,1.74735E-3,7.56630E-4,2.30333E-3,1.81520E-3,-2.17305E-3,1.52545E-4,-9.68074E-4,8.34112E-4,-7.28755E-4,1.88414E-3,NaN,-1.89759E-3,-1.57290E-3,2.91732E-3,1.92500E-3,-2.69467E-5,-4.49009E-5,4.88203E-4,8.95808E-4,-3.92163E-3,NaN,-9.57931E-5,1.57522E-3,-8.57510E-4,6.44464E-4,1.85146E-3,-2.05802E-3,6.22450E-4,-1.04331E-3,4.37447E-3,-2.97041E-3,1.78074E-3,-9.32898E-4,7.20323E-4,3.79849E-3,1.59533E-3,-7.32375E-4,1.64772E-3,4.37791E-3,-5.76653E-4,1.31294E-3,2.57490E-4,-1.29682E-3,-1.83665E-3,-2.44288E-3,1.46686E-3,5.54965E-4,-5.38808E-4,-4.95319E-3
3.11371E+2,-1.24283E-3,-1.48231E-3,8.09074E-4,1.47306E-3,-1.98912E-3,2.19595E-4,-3.71203E-3,-4.83886E-3,-2.76319E-4,2.05574E-4,5.86088E-4,NaN,1.34269E-3,1.51082E-3,1.05439E-3,-7.60537E-4,1.46900E-4,4.01780E-3,-1.62848E-3,-2.62831E-4,4.80505E-3,-3.40274E-3,1.41788E-3,-6.82019E-4,-3.92049E-4,1.74689E-3,-1.47617E-4,-1.06893E-3,-1.71859E-3,-2.76608E-3,3.52947E-3,-9.98223E-4,-1.68741E-3,3.20282E-3,-2.04183E-3,-4.08143E-3,3.31506E-3,-3.04786E-3,-3.79137E-3,-3.21795E-4,2.25812E-3,-2.66251E-3,-2.89389E-3,2.75925E-3,1.35375E-3,2.79945E-4,-6.43198E-4,6.12035E-4,NaN,-1.66793E-3,-1.21373E-3,1.87940E-3,3.69638E-5,-2.89496E-3,-2.07314E-3,-2.78481E-3,4.12830E-3,-3.34345E-3,NaN,-1.28570E-3,-1.79021E-3,-2.15856E-3,2.12345E-3,4.24506E-4,-2.77349E-3,1.38077E-3,-1.07031E-3,-8.95591E-4,1.28122E-3,2.76889E-3,-1.42259E-3,-1.03701E-3,1.17244E-3,-1.10846E-3,4.29947E-5,2.71904E-3,-1.35196E-3,-1.00496E-3,-1.56335E-3,-1.28270E-3,4.98978E-4,2.02272E-3,1.36211E-3,2.12025E-3,2.29141E-3,-1.67845E-3,-2.24406E-3
3.11943E+2,7.40132E-5,6.42820E-4,-3.78160E-3,-6.10760E-4,-1.17209E-3,1.55230E-5,-1.28011E-3,1.39034E-3,3.16310E-3,-2.81735E-3,6.88883E-4,NaN,4.74284E-4,-1.85835E-4,-1.30710E-3,-7.15931E-4,-1.36852E-3,-3.29593E-3,2.54226E-3,2.00318E-4,-1.29787E-3,-4.72436E-4,-2.82651E-3,9.53085E-6,-1.37876E-3,1.25582E-3,3.34236E-3,4.40171E-4,-1.61235E-3,1.93713E-3,1.24546E-3,-3.06919E-3,2.49712E-3,2.31097E-3,-2.27403E-3,-5.74171E-4,-8.80028E-4,2.20087E-4,-1.50345E-3,-2.77575E-3,1.82372E-3,1.36353E-3,2.93154E-3,-8.80827E-4,-2.06291E-3,1.65983E-4,1.67585E-3,6.63646E-4,NaN,-1.32627E-3,5.69978E-4,1.22282E-3,3.81275E-4,-3.08332E-3,2.57113E-4,1.33492E-3,-9.23211E-4,-5.15633E-4,NaN,2.35763E-3,-5.02679E-4,-3.02924E-3,-2.19454E-3,-2.95950E-4,-2.06877E-3,-8.44978E-4,-3.93894E-4,-1.35152E-3,2.16972E-3,-1.13330E-3,-1.74501E-4,3.69438E-3,1.60210E-3,-6.99235E-4,-3.97183E-3,-1.35745E-3,7.75300E-4,-4.05089E-3,4.79228E-4,-1.60567E-3,7.15050E-4,2.24654E-3,-2.56731E-3,-1.05610E-3,-1.21410E-3,3.08038E-3,-1.25889E-3
3.12515E+2,-8.03230E-4,3.85523E-3,-3.37763E-3,-1.69941E-3,3.97184E-4,-1.22847E-3,-1.79779E-3,-4.63165E-3,-3.38682E-3,-1.15784E-3,-2.82100E-3,NaN,3.81402E-4,1.24538E-3,-9.68146E-4,-3.61488E-3,-3.64717E-3,-1.40112E-3,-9.88551E-4,4.64249E-3,9.74938E-4,-1.81028E-3,-1.62297E-3,-2.87097E-3,5.37952E-4,-2.32264E-3,6.71220E-4,-3.65645E-3,-1.60751E-3,-5.59844E-3,1.89001E-3,1.89729E-3,2.10915E-3,2.45458E-3,9.19878E-4,1.26325E-3,1.19995E-3,-2.75578E-3,1.75383E-3,-1.23728E-3,1.37088E-3,-1.68493E-3,5.82252E-4,-1.77612E-3,2.58829E-3,1.52577E-3,-2.00766E-3,3.33024E-3,NaN,-1.42234E-3,1.64921E-3,6.10731E-4,-2.52097E-3,-2.62025E-3,-2.94022E-3,-3.58278E-3,8.20056E-5,1.41010E-3,NaN,2.70303E-4,-3.84734E-3,-2.21021E-3,-7.83060E-4,2.37988E-3,5.40259E-4,-1.46536E-3,-8.88565E-4,-1.44353E-3,1.88981E-3,6.17784E-4,4.70241E-3,-6.83487E-4,-2.47090E-3,-1.67982E-3,6.18975E-4,5.94640E-4,3.70659E-4,-1.57764E-3,-7.92424E-4,1.05572E-3,3.51533E-4,8.80584E-4,-1.64158E-3,-4.55161E-4,-2.87066E-3,-2.30096E-3,-1.06529E-4
