0.00000E+0,-1.50000E+0,-1.40000E+0,-1.30000E+0,-1.20000E+0,-1.10000E+0,-1.00000E+0,-9.00000E-1,-8.00000E-1,-7.00000E-1,-6.00000E-1,-5.00000E-1,-4.53333E-1,-4.00000E-1,-3.53333E-1,-3.00000E-1,-2.53333E-1,-2.00000E-1,-1.53333E-1,-1.00000E-1,-5.33333E-2,0.00000E+0,4.66667E-2,1.00000E-1,1.46667E-1,2.00000E-1,2.46667E-1,3.00000E-1,3.46667E-1,4.00000E-1,4.46667E-1,5.00000E-1,5.46667E-1,6.00000E-1,6.46667E-1,7.00000E-1,7.46667E-1,8.00000E-1,8.46667E-1,9.00000E-1,9.46667E-1,1.00000E+0,1.04667E+0,1.10000E+0,1.14667E+0,1.20000E+0,1.24667E+0,1.30000E+0,1.34667E+0,1.40000E+0,1.44667E+0,1.50000E+0,1.54667E+0,1.60000E+0,1.64667E+0,1.70000E+0,1.74667E+0,1.80000E+0,1.84667E+0,1.90000E+0,1.94667E+0,2.00000E+0,2.04667E+0,2.10000E+0,2.14667E+0,2.20000E+0,2.24667E+0,2.30000E+0,2.34667E+0,2.40000E+0,2.44667E+0,2.50000E+0
3.07940E+2,-2.71848E-3,-2.66166E-3,-2.07827E-4,4.62214E-4,-2.85638E-4,-3.34981E-4,1.03151E-3,2.82895E-3,2.97263E-4,-1.76327E-4,6.38125E-4,2.33243E-6,-1.71510E-3,1.89811E-3,-7.38951E-4,6.86522E-4,8.62707E-4,-6.99765E-4,-1.13134E-3,-1.41535E-3,-9.35471E-4,-1.68440E-3,-1.34174E-3,-1.83651E-3,-8.54863E-4,-1.50687E-3,-2.04522E-3,-6.72481E-4,-3.71961E-4,-1.71430E-3,-2.18762E-3,1.19430E-3,-9.82526E-4,-3.36609E-4,4.93555E-4,-3.62915E-3,-1.44712E-3,-6.06245E-4,-1.10746E-3,-6.55052E-4,-7.40642E-4,3.03728E-4,-2.83749E-3,NaN,1.55023E-3,-1.19464E-4,2.04664E-3,-1.67969E-3,-4.17816E-4,1.39281E-3,-8.45239E-4,-1.91536E-3,-2.10665E-4,2.69091E-3,-1.84994E-3,5.24388E-4,-1.90759E-3,9.82401E-4,8.61262E-4,-5.45777E-4,1.30408E-3,-2.74080E-3,-7.54975E-4,1.50351E-3,-2.01957E-4,-1.23884E-3,NaN,1.45336E-3,1.72620E-3,1.66132E-3,-2.02552E-3
3.08512E+2,8.72418E-4,-3.73441E-4,-5.07754E-4,-1.00530E-3,-9.08807E-4,-1.81540E-3,-3.85333E-4,4.33692E-4,2.72862E-3,-3.62600E-4,-8.05849E-4,-7.43549E-4,7.27820E-4,1.04917E-3,-6.45587E-4,1.44323E-3,1.04570E-4,1.71036E-3,-8.51299E-4,-1.25657E-4,8.10782E-4,-5.05829E-5,6.57813E-4,-1.00212E-3,-1.14349E-3,-1.38590E-3,-1.36441E-3,-1.27209E-3,-2.39127E-3,-2.71977E-3,-2.05810E-3,-4.14269E-4,5.15749E-4,-6.22178E-4,8.77122E-4,2.71216E-3,-1.86973E-3,2.81989E-3,-1.69878E-3,2.53569E-4,-2.36177E-4,-2.39936E-3,-2.70763E-3,NaN,7.40189E-5,-1.34424E-3,-9.29709E-4,-4.57901E-4,6.35062E-4,-1.04116E-4,-1.39241E-3,-2.90681E-3,-6.73688E-4,-1.98741E-3,-2.38484E-3,-7.96934E-4,-5.40365E-5,-7.48498E-4,-4.32608E-4,3.02244E-3,6.59728E-4,-1.34376E-4,-1.35981E-3,-1.35760E-3,-2.33971E-4,-9.51209E-4,NaN,-6.39066E-4,-2.24222E-3,2.29226E-3,-1.89309E-3
3.09084E+2,2.47320E-3,-5.25415E-4,-1.52553E-4,1.66438E-3,1.27713E-3,-5.99203E-4,-9.57848E-6,7.68035E-4,-2.76960E-3,2.25520E-3,-9.24715E-4,1.05045E-3,-1.98725E-4,-2.88165E-3,-1.23846E-3,1.18728E-3,-1.46229E-3,-3.36742E-4,-3.09463E-3,1.73189E-3,-3.31860E-4,-2.18372E-3,4.58299E-4,-5.72213E-4,-1.17051E-3,-1.20096E-3,-1.74108E-3,6.53078E-4,4.21541E-4,-1.56153E-3,6.21754E-4,1.14861E-3,-2.82392E-4,-3.31434E-4,-1.75812E-3,-1.04831E-3,-3.81599E-4,-1.08232E-3,-1.03009E-3,-5.44472E-4,-1.28663E-3,-2.21063E-3,-2.07321E-3,NaN,7.54917E-5,-1.00733E-4,-1.13874E-3,3.81133E-4,-1.49856E-3,1.69041E-3,-9.01769E-4,-2.16413E-3,1.73656E-3,2.14085E-3,-9.36034E-4,-5.37472E-4,-1.82684E-3,-1.50028E-3,-1.52767E-3,-7.84828E-5,1.57150E-3,-2.98614E-3,-2.37949E-3,-1.88226E-3,-1.13118E-3,3.50275E-4,NaN,1.87759E-3,-1.72252E-3,5.36991E-4,-6.90704E-4
3.09655E+2,1.02126E-3,-3.51205E-3,-1.38927E-3,4.37761E-4,-6.03626E-4,-1.99696E-3,-4.01483E-4,4.81882E-4,7.40263E-4,-7.12079E-4,3.18643E-4,-5.87023E-4,6.70912E-4,3.21096E-4,8.15012E-4,-2.90425E-4,-1.02138E-3,-8.26070E-4,8.54659E-4,2.58755E-3,6.67328E-4,-1.36120E-3,-1.13960E-3,-2.60934E-4,8.93346E-4,-1.10624E-3,1.18996E-4,-1.37808E-3,-1.42225E-3,1.84774E-3,7.11763E-4,1.86951E-3,-1.61218E-3,-1.94616E-3,-7.52705E-4,4.84964E-4,-3.31013E-4,1.25716E-3,1.50138E-3,-2.85662E-4,-4.84282E-4,-9.05279E-4,-4.10404E-4,NaN,1.75672E-3,-7.00746E-4,-1.39591E-3,-2.26217E-3,-7.60849E-6,1.38395E-3,3.12830E-4,-8.78722E-4,-1.90232E-3,-2.30142E-3,-1.20528E-3,-7.86378E-4,-2.43010E-3,-1.30184E-3,5.71128E-4,1.14797E-3,-1.63218E-3,2.56588E-4,-2.55049E-3,5.87046E-4,-9.84983E-4,6.58187E-4,NaN,-3.12577E-3,-2.28356E-3,3.45792E-3,1.51645E-3
3.10227E+2,2.76952E-4,3.56007E-4,-8.57887E-4,-2.11976E-3,1.07259E-3,-1.27542E-3,-7.19207E-4,5.97200E-4,2.01977E-3,3.88269E-4,-9.72668E-4,7.59031E-4,-4.33751E-3,6.44701E-4,-1.55242E-3,-7.21609E-4,3.31502E-5,-2.07524E-3,-2.76830E-4,-5.40411E-4,2.87638E-3,-1.84553E-3,-3.29718E-4,-6.61357E-5,1.01800E-3,-2.18658E-3,2.94571E-3,-7.86418E-4,-2.84398E-3,1.24312E-3,1.77307E-3,-1.72284E-3,-1.57846E-3,-7.31612E-4,-1.24425E-3,1.61858E-3,1.27406E-3,4.06742E-4,-2.15204E-3,2.63872E-4,-3.41449E-4,6.94269E-4,-3.33136E-3,NaN,1.41118E-3,2.01296E-3,1.02857E-3,-1.12710E-3,-2.95798E-3,-6.00003E-4,-1.11332E-3,-8.89695E-4,2.72718E-3,1.58168E-4,-3.07758E-4,-1.79279E-4,1.23489E-3,3.73594E-5,-1.95741E-3,-8.78346E-4,-7.26923E-4,-8.23449E-4,-2.23780E-3,-3.62960E-3,-1.77252E-3,-9.49380E-4,NaN,-2.39703E-3,1.15896E-3,1.98723E-3,1.55504E-4
3.10799E+2,-1.98460E-3,-2.07508E-4,-3.34270E-3,-4.82786E-4,-1.93095E-4,-1.21533E-3,-2.75458E-4,-7.84745E-5,-1.40382E-4,1.69072E-3,-2.25165E-3,1.00210E-4,-3.69713E-4,-2.76136E-5,2.59007E-3,-6.24820E-5,-1.73574E-3,-1.86561E-4,-5.96909E-4,1.27630E-5,2.82188E-5,-7.46447E-5,-2.10206E-3,-5.94704E-4,7.13860E-4,-1.91808E-4,-2.38946E-3,-7.48142E-4,1.19080E-3,5.79673E-4,-1.70836E-3,1.90252E-3,3.08731E-4,-2.61842E-3,-7.99712E-4,-1.70169E-4,-7.02191E-4,-5.51754E-4,-1.75154E-3,9.45144E-4,2.99235E-4,-1.50908E-3,-4.06861E-4,NaN,1.78112E-3,-4.36136E-4,-3.96866E-4,-1.29220E-3,-3.22559E-3,-8.75802E-4,1.31065E-3,-7.12835E-4,1.27732E-4,-1.48335E-3,7.03620E-4,-1.03471E-3,-4.65890E-4,8.09708E-4,1.80724E-3,1.69524E-3,1.10853E-3,-1.22135E-3,5.12680E-4,7.29784E-4,-1.27550E-3,-1.77790E-3,NaN,-1.77128E-3,1.58201E-3,-2.50883E-3,-4.14787E-4
3.11371E+2,6.61073E-4,-1.15795E-3,-1.19296E-3,-1.09171E-4,-6.32572E-5,-4.20666E-4,-6.25989E-4,-2.34037E-3,1.19051E-3,-7.28257E-4,-8.13513E-4,-1.95955E-3,-2.39134E-3,4.91187E-4,-6.40097E-4,-1.91974E-4,1.34238E-4,3.76224E-4,-1.78875E-3,-9.42700E-4,-1.38428E-3,-7.25862E-4,-1.30484E-3,-1.87960E-3,2.54298E-3,-2.84057E-4,-3.89987E-5,-1.23103E-3,-1.55507E-3,6.87703E-4,1.16800E-3,1.27906E-3,-3.27960E-3,-7.64542E-4,-3.55468E-3,7.45128E-4,-5.53160E-4,1.08548E-3,-7.40138E-4,-1.38363E-3,-6.11735E-4,2.26956E-3,-1.99933E-3,NaN,-6.67110E-4,7.74955E-4,2.54165E-3,-1.47998E-3,-6.07210E-4,-1.87998E-3,3.61997E-4,8.16650E-4,1.33632E-4,1.09510E-3,2.06088E-4,-7.92396E-4,-1.97986E-3,1.75546E-3,-1.50507E-3,-1.34474E-3,7.87455E-4,-8.66628E-4,-1.85996E-4,4.17471E-4,-9.89608E-5,1.91452E-3,NaN,2.36680E-4,-1.72412E-3,7.47443E-4,1.08200E-3
3.11943E+2,-2.63745E-4,-1.62829E-3,5.66092E-4,-2.18417E-3,-7.56050E-4,-2.13387E-3,7.26574E-4,2.09476E-3,7.26026E-5,1.03780E-3,6.29912E-4,-6.61169E-4,1.27581E-3,1.18109E-3,-2.05430E-3,-6.45145E-4,-1.87591E-3,1.19906E-3,-1.66914E-3,-7.10674E-4,-1.14732E-3,-1.47755E-3,2.12329E-3,5.10248E-4,-1.31916E-4,-8.21668E-5,-4.17974E-4,8.92977E-4,2.30202E-4,1.37436E-4,8.61867E-4,5.55489E-4,4.61840E-4,-1.58088E-4,1.17448E-3,6.05733E-4,-2.50008E-3,4.03292E-3,-3.01862E-4,4.15650E-4,-7.97141E-4,-5.63399E-4,-3.39986E-3,NaN,1.32384E-3,1.08136E-4,-3.12965E-4,4.96150E-4,1.73942E-3,2.51059E-4,9.00366E-4,-2.42148E-4,5.84271E-4,8.79698E-4,1.09884E-4,-2.64805E-3,-1.67402E-3,1.55718E-3,-6.88821E-4,-1.73773E-3,2.36916E-4,-7.37147E-4,-2.03824E-3,-1.21749E-3,-4.93117E-4,-4.07204E-3,NaN,-3.43446E-3,-2.47437E-4,1.02677E-3,-1.13045E-3
3.12515E+2,-3.32947E-4,3.92881E-4,1.14960E-3,-1.33727E-4,8.51062E-7,3.50682E-5,1.71140E-3,-5.59457E-4,1.72759E-3,2.34613E-3,-8.57471E-4,7.56213E-4,-4.03939E-4,-1.68156E-3,-1.00014E-3,-4.54218E-4,-8.96626E-4,5.55479E-4,3.96593E-4,-1.01672E-3,2.59663E-3,6.46823E-4,-7.29473E-4,-1.18212E-3,1.10225E-3,-6.90221E-4,-2.98321E-4,8.87514E-4,-2.30509E-4,8.58720E-5,-1.38816E-3,-1.39422E-3,-1.17742E-3,6.85649E-4,-2.11753E-3,-5.57160E-4,-1.90078E-3,2.17789E-4,-1.02399E-3,1.69903E-4,-3.91644E-3,1.27590E-4,-7.98817E-4,NaN,1.91236E-4,-4.19726E-4,2.14974E-3,1.03674E-3,4.76710E-4,5.16465E-4,-6.14224E-5,5.87493E-4,-4.28744E-4,-5.09970E-4,-1.20660E-3,-5.83147E-4,2.68671E-3,-3.08786E-3,5.37307E-4,-1.04563E-3,-9.90639E-4,-5.16958E-4,-3.18356E-4,1.88495E-4,3.08944E-3,1.60022E-3,NaN,-7.71840E-4,2.67632E-3,5.56794E-4,4.06097E-4
